ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.424007820183,0.346423118871,0.184630809404,0.0387097006019,0.00622855093982
2,0.444022169034,0.198041162653,0.31197322669,0.0435862673012,0.00237717432228
3,0.66857435304,0.239920446126,0.0695026010198,0.0172434513071,0.00475914850774
4,0.176176009653,0.437022728484,0.281909835329,0.0982805774487,0.00661084908569
5,0.396946836943,0.211345317657,0.337330513406,0.0519344972554,0.00244283473853
6,0.390822896605,0.21315282735,0.342022154267,0.051484555934,0.00251756584406
7,0.41274517936,0.258870030305,0.258815845733,0.0655378665819,0.00403107801986
8,0.648298477487,0.264608835597,0.0645395658326,0.0177748904172,0.00477823066673
9,0.608877395172,0.197427736262,0.173766933421,0.0180306019806,0.00189733316485
10,0.573017602284,0.198100517973,0.198841108519,0.0286077115266,0.00143305969648
11,0.615051381005,0.19738508708,0.167154595337,0.0185640870419,0.00184484953588
12,0.299856655408,0.286581566063,0.322712749247,0.0866974826399,0.00415154664248
13,0.576108042402,0.193821912338,0.201329075387,0.0273184803249,0.00142248954768
14,0.415882781101,0.345295014982,0.13702394405,0.0945796827611,0.00721857710514
15,0.567568275129,0.223648690191,0.18468595306,0.0220584108604,0.00203867075861
16,0.600081508727,0.201060453548,0.178255286768,0.0187126962606,0.0018900546976
17,0.3415967098,0.19821121574,0.400990072637,0.0577478903037,0.00145411151917
18,0.392634307792,0.209810848355,0.343453158054,0.0514979390067,0.00260374679258
19,0.427629905363,0.311651745169,0.207386412763,0.0469072192154,0.00642471748985
20,0.14133311621,0.535676063519,0.0715417959646,0.237562145478,0.0138868788282
21,0.428990609281,0.312365602576,0.207048851118,0.0453622347929,0.00623270223171
22,0.495843380735,0.419003801667,0.034279274926,0.043554057574,0.0073194850972
23,0.576312754111,0.239140110102,0.160023500835,0.0216468387736,0.00287679617901
24,0.208430902337,0.679734358269,0.0185007195518,0.0787586201903,0.0145753996521
25,0.595871270589,0.207012825378,0.176219830117,0.0191742526467,0.00172182126989
26,0.519234228465,0.394998528679,0.0323132717485,0.0469922452993,0.0064617258085
27,0.667658704034,0.228809597806,0.082666403218,0.0165664012102,0.00429889373188
28,0.0995729016496,0.696516112876,0.079451218881,0.103772508982,0.0206872576117
29,0.386272805971,0.215321449582,0.342658038349,0.0531727444515,0.00257496164677
30,0.393618952698,0.21248519719,0.338872770483,0.0525084663243,0.00251461330448
31,0.397690805359,0.351273517993,0.154211959022,0.0900011977564,0.00682251986998
32,0.621814487537,0.19364569449,0.165506624051,0.0171947488173,0.0018384451046
33,0.322866732633,0.435485084328,0.10601415777,0.125739611281,0.00989441398805
34,0.630780384325,0.273339054854,0.0720932224626,0.018498311376,0.00528902698192
35,0.476803938593,0.421461830576,0.0539566794814,0.0350066044149,0.0127709469351
36,0.568932880035,0.222094531151,0.184619183931,0.0222969939905,0.00205641089286
37,0.28437099544,0.482720601961,0.0935593335474,0.127718492099,0.0116305769536
38,0.566311733102,0.225757591381,0.184383290543,0.0213284634842,0.00221892149024
39,0.380316776975,0.184564568727,0.387694490087,0.0457879366171,0.00163622759333
40,0.541585818883,0.334672820915,0.0768310474085,0.0419321811173,0.0049781316763
41,0.420556475788,0.348793190581,0.185555138324,0.0392199464976,0.00587524880877
42,0.052054701873,0.818560795601,0.0125180421708,0.092776948023,0.0240895123319
43,0.659436746445,0.256980435956,0.0609260357698,0.0178930588036,0.00476372302583
44,0.0716139810489,0.780125452114,0.0240136753777,0.0976716581796,0.0265752332794
45,0.253615522829,0.505007050789,0.0910425193497,0.139558010452,0.0107768965807
46,0.467942236,0.320991398404,0.124337091806,0.0785116928293,0.00821758096163
47,0.426578223322,0.317714693131,0.204543598427,0.0451489911813,0.0060144939384
48,0.379841342948,0.211952909235,0.344669159675,0.0608902302648,0.0026463578773
49,0.365657289522,0.185682658831,0.387260628302,0.060051066353,0.00134835699089
50,0.212024589047,0.492630053528,0.217829623303,0.063654729988,0.0138610041342
51,0.257860311738,0.539920155946,0.101663481042,0.0656328222788,0.0349232289956
52,0.389856369274,0.179546843042,0.376555307742,0.0508761142237,0.00316536571758
53,0.649452814275,0.259987079453,0.0675766859692,0.017877746967,0.00510567333575
54,0.447554020943,0.441561496338,0.0588998821702,0.0392391422044,0.0127454583442
55,0.316140932749,0.445639508379,0.10377127465,0.123745309079,0.0107029751428
56,0.464377175707,0.265833248372,0.198928835867,0.0646078466594,0.00625289339417
57,0.563133620965,0.226174751421,0.187483622412,0.0208979102962,0.00231009490524
58,0.505196265074,0.408273527104,0.0331074122555,0.0461954009434,0.00722739462345
59,0.131206930061,0.646463650562,0.0633156402261,0.144865294928,0.0141484842234
60,0.558901505011,0.227170662684,0.190005159938,0.0215930531057,0.00232961926167
61,0.405137051472,0.353684461138,0.14013280127,0.0941735185197,0.00687216760016
62,0.325432698299,0.199754831068,0.399785917669,0.0733140299125,0.0017125230508
63,0.6364964069,0.244220467764,0.0957145137277,0.0187367731264,0.00483183848269
64,0.0667177339292,0.798041568483,0.0150478219681,0.0936570310021,0.0265358446178
65,0.0568141479083,0.810015095682,0.013131039502,0.0953021162218,0.0247376006855
66,0.623035840009,0.19150253876,0.166374307692,0.0173149148702,0.00177239866909
67,0.657738507599,0.254729899013,0.064741502473,0.0177385054983,0.00505158541686
68,0.292854663796,0.285476780954,0.337294114544,0.0796667990579,0.0047076416482
69,0.37953864479,0.220189800186,0.343916331112,0.0538276533343,0.00252757057716
70,0.209072407338,0.685149923541,0.018048267955,0.0740426723638,0.0136867288015
71,0.297481009303,0.534784186655,0.0776239353559,0.0787444242848,0.0113664444006
72,0.621941121408,0.192591269632,0.166412885006,0.017209663119,0.00184506083506
73,0.505981483694,0.406101650009,0.0331760502456,0.0480817265374,0.00665908951416
74,0.387989660282,0.216103151888,0.341307935293,0.0519402815744,0.00265897096307
75,0.247567732578,0.619612476559,0.0344400535652,0.0830772165874,0.0153025207102
76,0.476063335221,0.386916433228,0.0848221254011,0.0390939885833,0.0131041175667
77,0.653118699411,0.238383916012,0.0869433852872,0.0172718466427,0.00428215264723
78,0.264899663579,0.501851482938,0.0934150307962,0.12928927615,0.0105445465364
79,0.446825759086,0.198288619241,0.310869864894,0.0415392652879,0.0024764914908
80,0.639555638978,0.243053554739,0.0938890761554,0.0188349549312,0.00466677519615
81,0.0493999588745,0.82548054348,0.0126237724011,0.0884259522894,0.0240697729546
82,0.509794990808,0.400815327002,0.033246240658,0.0484098046066,0.00773363692615
83,0.5593536491,0.227536653788,0.189003039682,0.0218908781093,0.00221577932007
84,0.0623749320526,0.799524625557,0.014606000759,0.0980492276145,0.0254452140173
85,0.338918160828,0.205435036412,0.395241842756,0.0586571663788,0.00174779362504
86,0.0757714076555,0.775745507772,0.0187197535111,0.103571036799,0.0261922942622
87,0.306985263469,0.279294817732,0.321467319633,0.087766638805,0.00448596036065
88,0.559347834045,0.206025533721,0.205057058223,0.0277828194435,0.00178675456812
89,0.206430109247,0.681328801075,0.0188713005489,0.0784492144407,0.0149205746886
90,0.659212244631,0.23583749713,0.0831738095678,0.0173763878137,0.00440006085704
91,0.0470868661143,0.567389292968,0.0708379989355,0.305723568566,0.00896227341669
92,0.0420621063129,0.670676714263,0.0527676180557,0.224632530224,0.009861031145
93,0.654079227872,0.233606595982,0.0902532749203,0.0175726205375,0.00448828068842
94,0.397893134112,0.211680383472,0.337495020602,0.0503700994828,0.00256136233064
95,0.326115664434,0.438044478362,0.100053084111,0.122344036418,0.0134427366755
96,0.396941052516,0.2161896265,0.328107628168,0.0557693948809,0.00299229793514
97,0.439439914396,0.196085175495,0.319801299334,0.0422920871219,0.00238152365224
